"1XPX75
",VOLVO,V60 plug in hybrid,Diesel,2014,Stationwagen,1849 kg,2400 cm³,158 kW (215 pk),onbekend
"XR652V
",MERCEDES-BENZ,Sprinter,Diesel,2019,"€ 33.215,-",Voor rolstoelen toegankelijk voertuig,2789 kg,2143 cm³,105 kW (143 pk),182 g/km
"KR286J
",MITSUBISHI,Asx,Benzine,2016,"€ 5.736,-",Stationwagen,1235 kg,1590 cm³,86 kW (117 pk),132 g/km
"9VLH71
",OPEL,Combo,Diesel,2011,"€ 4.797,-",Niet geregistreerd,1185 kg,1248 cm³,55 kW (75 pk),134 g/km
"23XDK6
",HONDA,Jazz hybrid,Benzine,2012,Hatchback,1134 kg,1339 cm³,65 kW (88 pk),104 g/km
"91JGR7
",OPEL,Corsa,Benzine,2007,"€ 2.628,-",Sedan,1230 kg,1229 cm³,59 kW (80 pk),onbekend
"1TZZ55
",SEAT,Mii,Benzine,2014,"€ 735,-",Hatchback,840 kg,999 cm³,44 kW (60 pk),95 g/km
"77GKNB
",RENAULT,Megane scenic 16 16v euro 2000,Benzine,2001,"€ 4.253,-",Mpv,1225 kg,1598 cm³,79 kW (107 pk),173 g/km
"JZ345G
",OPEL,Karl / viva,Benzine,2016,"€ 2.029,-",Hatchback,839 kg,999 cm³,55 kW (75 pk),99 g/km
"NN771D
",VOLKSWAGEN,Up!,Benzine,2017,"€ 1.825,-",Hatchback,834 kg,999 cm³,44 kW (60 pk),96 g/km
"79SRVH
",RENAULT,Laguna,Benzine,2006,"€ 7.717,-",Stationwagen,1285 kg,1998 cm³,99 kW (135 pk),198 g/km
"1VRH86
",FORD,F150 raptor,LPG,2011,"€ 11.540,-",Open wagen,2786 kg,6210 cm³,306 kW (416 pk),onbekend
"49SRL2
",DACIA,Logan,Benzine,2011,"€ 4.070,-",Stationwagen,1140 kg,1598 cm³,62 kW (84 pk),169 g/km
"RP60FP
",TOYOTA,Carina ii 16 liftback gl,Benzine,1987,Hatchback,990 kg,1587 cm³,63 kW (86 pk),onbekend
"JZ612J
",VOLKSWAGEN,Polo,Benzine,2015,"€ 836,-",Hatchback,955 kg,999 cm³,44 kW (60 pk),106 g/km
"54VGX7
",VOLKSWAGEN,Transporter bestel TDI 62 KW,Diesel,2007,"€ 9.302,-",Niet geregistreerd,1692 kg,1896 cm³,62 kW (84 pk),onbekend
"18LBKN
",SKODA,Fabia 50 KW,Benzine,2002,"€ 2.132,-",Hatchback,1040 kg,1397 cm³,50 kW (68 pk),168 g/km
"67PDDZ
",HYUNDAI,Atos-prime 11,Benzine,2004,"€ 1.388,-",Hatchback,859 kg,1086 cm³,43 kW (58 pk),140 g/km
"HV065D
",MERCEDES-BENZ,B 180,Benzine,2016,"€ 4.503,-",Stationwagen,1325 kg,1595 cm³,90 kW (122 pk),127 g/km
"5TSV24
",MITSUBISHI,Asx,Benzine,2014,"€ 4.914,-",Stationwagen,1235 kg,1590 cm³,86 kW (117 pk),133 g/km
"1VBG28
",RENAULT,Kangoo express 15 dci 76KW l1 e4 fap,Diesel,2009,"€ 5.646,-",Niet geregistreerd,1280 kg,1461 cm³,76 kW (103 pk),onbekend
"8TZZ81
",NISSAN,Note,Benzine,2014,"€ 3.255,-",Mpv,1045 kg,1198 cm³,72 kW (98 pk),119 g/km
"TX760D
",BMW,225xe iperformance,Elektriciteit,2018,"€ 4.333,-",Stationwagen,1635 kg,1499 cm³,onbekend
"SL990Z
",OPEL,Crossland x,Benzine,2018,"€ 5.274,-",Mpv,1178 kg,1199 cm³,81 kW (110 pk),121 g/km
"V124LF
",CITROEN,Jumpy,Diesel,2018,"€ 9.132,-",Niet geregistreerd,1588 kg,1997 cm³,90 kW (122 pk),139 g/km
"21ZDZX
",SEAT,Leon,Benzine,2008,"€ 5.026,-",Mpv,1180 kg,1595 cm³,75 kW (102 pk),180 g/km
"01JLV3
",LANCIA,Ypsilon,Benzine,2009,"€ 4.548,-",Hatchback,955 kg,1368 cm³,70 kW (95 pk),155 g/km
"KX253J
",RENAULT,Megane scenic,Benzine,2007,"€ 7.048,-",Mpv,1385 kg,1998 cm³,99 kW (135 pk),205 g/km
"93PTS9
",CHEVROLET,Spark,Benzine,2011,"€ 645,-",Hatchback,839 kg,995 cm³,50 kW (68 pk),119 g/km
"54PLD5
",TOYOTA,Verso,Benzine,2011,"€ 6.017,-",Stationwagen,1395 kg,1798 cm³,108 kW (147 pk),162 g/km
"03PGG9
",PEUGEOT,107,Benzine,2011,Hatchback,775 kg,998 cm³,50 kW (68 pk),103 g/km
"23JLPL
",RENAULT,Megane scenic 16 16v 2005,Benzine,2002,"€ 4.647,-",Mpv,1225 kg,1598 cm³,79 kW (107 pk),178 g/km
"89ZDVN
",KIA,Cee d,Benzine,2008,"€ 5.043,-",Mpv,1217 kg,1591 cm³,90 kW (122 pk),154 g/km
"15BLVL
",CITROEN,Berlingo 19d 600,Diesel,2004,Niet geregistreerd,1138 kg,1868 cm³,51 kW (69 pk),onbekend
"ZR86XN
",VOLVO,740 u9,Benzine,1991,Stationwagen,1336 kg,1986 cm³,82 kW (111 pk),onbekend
"9XGN16
",OPEL,Mokka,Benzine,2014,"€ 5.670,-",Mpv,1294 kg,1364 cm³,103 kW (140 pk),139 g/km
"HF330V
",SEAT,Ibiza st,Benzine,2015,"€ 1.702,-",Stationwagen,1045 kg,999 cm³,70 kW (95 pk),97 g/km
"BTSB65
",VOLVO,Fl l 4x2r,Diesel,2008,Open wagen,9630 kg,7146 cm³,206 kW (280 pk),onbekend
"NT946D
",PEUGEOT,3008,Benzine,2017,"€ 4.831,-",Mpv,1245 kg,1199 cm³,96 kW (130 pk),120 g/km
"40BBV5
",IVECO,Ad260sy/ps,Diesel,2013,Niet geregistreerd,15985 kg,7790 cm³,243 kW (330 pk),onbekend
"V403HR
",MERCEDES-BENZ,Vito,Diesel,2012,"€ 9.040,-",Niet geregistreerd,1855 kg,2143 cm³,70 kW (95 pk),206 g/km
"07KHS3
",TOYOTA,Yaris,Benzine,2009,"€ 2.294,-",Mpv,1015 kg,1329 cm³,74 kW (101 pk),119 g/km
"57LHBX
",AUDI,A4 75 KW,Benzine,2003,"€ 6.840,-",Sedan,1270 kg,1595 cm³,75 kW (102 pk),187 g/km
"XF432S
",JAGUAR,I-pace,Elektriciteit,2018,Stationwagen,2144 kg,onbekend
"TGZH09
",OPEL,Astra-g-cc x16xel,Benzine,1998,"€ 3.523,-",Hatchback,1059 kg,1598 cm³,74 kW (101 pk),178 g/km
"VL772K
",IVECO,35s11,Diesel,2015,"€ 10.795,-",Gecond. met temperatuurreg.,1940 kg,2287 cm³,78 kW (106 pk),214 g/km
"NG144T
",CITROEN,C4 picasso,Benzine,2017,"€ 4.106,-",Mpv,1292 kg,1199 cm³,96 kW (130 pk),115 g/km
"06XKD3
",OPEL,Corsa,Benzine,2012,"€ 2.381,-",Mpv,1041 kg,1398 cm³,74 kW (101 pk),124 g/km
"PZ737T
",VOLKSWAGEN,Golf,Benzine,2014,"€ 2.940,-",Stationwagen,1171 kg,1395 cm³,90 kW (122 pk),116 g/km
"RB001H
",VOLKSWAGEN,Golf plus,Benzine,2009,"€ 999,-",Stationwagen,1338 kg,1390 cm³,90 kW (122 pk),146 g/km
"XJ863G
",FIAT,500,Benzine,2019,"€ 1.447,-",Hatchback,905 kg,875 cm³,59 kW (80 pk),88 g/km
"29PDG9
",KIA,Picanto,Benzine,2011,Mpv,830 kg,999 cm³,46 kW (63 pk),114 g/km
"ST660P
",CITROEN,C4 cactus,Benzine,2018,"€ 2.911,-",Hatchback,1005 kg,1199 cm³,81 kW (110 pk),104 g/km
"KD477T
",OPEL,Zafira,Benzine,2010,"€ 2.605,-",Mpv,1405 kg,1598 cm³,85 kW (116 pk),169 g/km
"54ZLG6
",FIAT,Punto,Benzine,2012,Mpv,1065 kg,875 cm³,63 kW (86 pk),98 g/km
"22JRJT
",VOLKSWAGEN,Polo 55 KW,Benzine,2002,"€ 3.365,-",Hatchback,993 kg,1390 cm³,55 kW (75 pk),154 g/km
"VBGV71
",VOLKSWAGEN,"Bestel 1,0 d 57 KW",Diesel,1994,"€ 6.650,-",Kampeerwagen,1537 kg,2370 cm³,57 kW (77 pk),onbekend
"3TVG24
",OPEL,Insignia limousine hb,Benzine,2014,"€ 3.675,-",Hatchback,1403 kg,1364 cm³,103 kW (140 pk),123 g/km
"02FDKH
",RENAULT,Clio 14 16v,Benzine,2000,"€ 2.565,-",Hatchback,955 kg,1390 cm³,72 kW (98 pk),155 g/km
"26JZZB
",FIAT,Punto 12,Benzine,2002,"€ 2.367,-",Hatchback,835 kg,1242 cm³,44 kW (60 pk),136 g/km
"JL346N
",DACIA,Logan,Benzine,2016,"€ 2.884,-",Stationwagen,1013 kg,898 cm³,66 kW (90 pk),109 g/km
"4ZPD09
",TOYOTA,Auris,Benzine,2014,"€ 315,-",Mpv,1285 kg,1798 cm³,73 kW (99 pk),91 g/km
"V179PD
",RENAULT,Trafic,Diesel,2018,"€ 9.352,-",Niet geregistreerd,1725 kg,1598 cm³,70 kW (95 pk),174 g/km
"77XRZD
",SUZUKI,Swift,Benzine,2007,"€ 2.930,-",Hatchback,955 kg,1328 cm³,68 kW (92 pk),140 g/km
"NR452Z
",VOLKSWAGEN,Up!,Benzine,2017,"€ 1.825,-",Hatchback,834 kg,999 cm³,44 kW (60 pk),96 g/km
"NT178D
",NISSAN,Qashqai,Benzine,2017,"€ 6.136,-",Mpv,1250 kg,1197 cm³,85 kW (116 pk),129 g/km
"HB331J
",OPEL,Corsa-e,Benzine,2015,"€ 2.185,-",Hatchback,1099 kg,999 cm³,66 kW (90 pk),104 g/km
"VX864X
",OPEL,Movano,Diesel,2016,"€ 11.357,-",Niet geregistreerd,1865 kg,2299 cm³,92 kW (125 pk),206 g/km
"10JGJ6
",FORD,S-max,Benzine,2009,"€ 7.571,-",Mpv,1505 kg,1999 cm³,107 kW (145 pk),194 g/km
"70VDK2
",MERCEDES-BENZ,639 vito 109 cdi,Diesel,2007,"€ 8.318,-",Niet geregistreerd,1715 kg,2148 cm³,70 kW (95 pk),onbekend
"1SNP40
",HYUNDAI,I 10,Benzine,2010,"€ 299,-",Mpv,935 kg,1248 cm³,57 kW (77 pk),139 g/km
"91XJK1
",VOLKSWAGEN,Up,Benzine,2012,Hatchback,840 kg,999 cm³,44 kW (60 pk),96 g/km
"V521JN
",OPEL,Vivaro-b,Diesel,2017,"€ 8.754,-",Niet geregistreerd,1700 kg,1598 cm³,70 kW (95 pk),170 g/km
"58JKG3
",CITROEN,C3 picasso,Benzine,2009,"€ 4.968,-",Stationwagen,1265 kg,1598 cm³,88 kW (120 pk),159 g/km
"58NXDH
",FORD,Focus c-max 16i 74KW st4,Benzine,2004,"€ 4.985,-",Mpv,1234 kg,1596 cm³,74 kW (101 pk),166 g/km
"30RBR5
",FORD,Fiesta,Benzine,2011,"€ 1.905,-",Hatchback,954 kg,1242 cm³,44 kW (60 pk),127 g/km
"NZ892Z
",BMW,218i active tourer,Benzine,2017,"€ 4.686,-",Stationwagen,1345 kg,1499 cm³,100 kW (136 pk),119 g/km
"V714BD
",PEUGEOT,Partner,Diesel,2016,"€ 6.994,-",Niet geregistreerd,1292 kg,1560 cm³,73 kW (99 pk),110 g/km
"PD837P
",NISSAN,Patrol gr,Diesel,2002,"€ 16.779,-",Stationwagen,2315 kg,2953 cm³,116 kW (158 pk),287 g/km
"89ZPT4
",MAZDA,2,LPG,2013,Hatchback,988 kg,1349 cm³,62 kW (84 pk),102 g/km
"VS638X
",PEUGEOT,Partner,Diesel,2016,"€ 5.961,-",Niet geregistreerd,1284 kg,1560 cm³,55 kW (75 pk),112 g/km
"NF628V
",VOLKSWAGEN,Golf plus,Benzine,2007,"€ 312,-",Mpv,1331 kg,1598 cm³,85 kW (116 pk),191 g/km
"GJ918X
",NISSAN,Qashqai,Benzine,2015,"€ 4.727,-",Mpv,1250 kg,1197 cm³,85 kW (116 pk),129 g/km
"51LZTB
",CITROEN,Xsara picasso 20i 16v auto,Benzine,2003,"€ 5.621,-",Mpv,1301 kg,1997 cm³,100 kW (136 pk),205 g/km
"ST207B
",LEXUS,Is300h,Elektriciteit,2018,"€ 2.494,-",Sedan,1595 kg,2494 cm³,onbekend
"12XVLV
",MAZDA,6 sport 18,Benzine,2007,"€ 5.790,-",Hatchback,1305 kg,1798 cm³,88 kW (120 pk),186 g/km
"66DJGK
",RENAULT,Kangoo 14,Benzine,1999,"€ 3.032,-",Stationwagen,1040 kg,1390 cm³,55 kW (75 pk),177 g/km
"7VBV12
",VOLKSWAGEN,"Caddy 77 KW bestel 1,9 TDI",Diesel,2009,"€ 7.074,-",Niet geregistreerd,1370 kg,1896 cm³,77 kW (105 pk),onbekend
"23NBNG
",MAZDA,6 sportbreak 18,Benzine,2003,"€ 5.483,-",Stationwagen,1310 kg,1798 cm³,88 kW (120 pk),193 g/km
"21KPR6
",TOYOTA,Urban cruiser,Benzine,2010,"€ 3.507,-",Mpv,1105 kg,1329 cm³,74 kW (101 pk),129 g/km
"NN645B
",SUZUKI,Swift,Benzine,2011,"€ 707,-",Hatchback,920 kg,1242 cm³,69 kW (94 pk),116 g/km
"RF893V
",TOYOTA,Aygo,Benzine,2017,"€ 1.297,-",Hatchback,815 kg,998 cm³,51 kW (69 pk),88 g/km
"SB382P
",PEUGEOT,308,Benzine,2015,"€ 1.418,-",Mpv,1175 kg,1598 cm³,115 kW (156 pk),129 g/km
"PB372N
",MAZDA,2,Benzine,2017,"€ 2.656,-",Hatchback,950 kg,1496 cm³,66 kW (90 pk),105 g/km
"49SRZB
",FORD,Focus,Diesel,2006,"€ 7.995,-",Stationwagen,1291 kg,1560 cm³,80 kW (109 pk),127 g/km
"RR984G
",KIA,Picanto,Benzine,2018,"€ 1.363,-",Mpv,830 kg,998 cm³,49 kW (67 pk),89 g/km
"JB326P
",RENAULT,Twingo,Benzine,2012,"€ 655,-",Hatchback,839 kg,1149 cm³,55 kW (75 pk),104 g/km
"PH260V
",KIA,Picanto,Benzine,2017,"€ 1.891,-",Mpv,835 kg,998 cm³,49 kW (67 pk),97 g/km
"53PHB3
",OPEL,Insignia sports tourer sw,Diesel,2011,"€ 8.356,-",Mpv,1633 kg,1956 cm³,96 kW (130 pk),134 g/km
"1TPH83
",TOYOTA,Aygo,Benzine,2013,"€ 446,-",Hatchback,805 kg,998 cm³,50 kW (68 pk),99 g/km
"RV905F
",VOLKSWAGEN,Tiguan,Diesel,2017,"€ 8.149,-",Stationwagen,1468 kg,1968 cm³,110 kW (149 pk),125 g/km
"86ZJP9
",SKODA,Citigo,Benzine,2012,Hatchback,840 kg,999 cm³,44 kW (60 pk),95 g/km
"30ZPV8
",MINI,Benzine,2013,"€ 3.108,-",Hatchback,1055 kg,1598 cm³,55 kW (75 pk),121 g/km
"11HJB7
",DAIHATSU,Terios,Benzine,2008,"€ 5.609,-",Stationwagen,1115 kg,1495 cm³,77 kW (105 pk),176 g/km
"45LJH2
",MERCEDES-BENZ,C 180 cgi,Benzine,2010,"€ 10.565,-",Stationwagen,1455 kg,1796 cm³,115 kW (156 pk),179 g/km
"59HNK7
",SUZUKI,Splash,Benzine,2009,"€ 1.369,-",Stationwagen,950 kg,996 cm³,48 kW (65 pk),120 g/km
"36LJPD
",FORD,Mondeo 18i 92KW wagon,Benzine,2003,"€ 4.708,-",Stationwagen,1331 kg,1798 cm³,92 kW (125 pk),193 g/km
"TF277H
",FORD,Fiesta,Benzine,2018,"€ 2.494,-",Hatchback,1035 kg,1084 cm³,52 kW (71 pk),101 g/km
"35ZTV2
",NISSAN,Micra,Benzine,2013,"€ 500,-",Mpv,960 kg,1198 cm³,72 kW (98 pk),99 g/km
"ZB341H
",VOLKSWAGEN,Sharan,Benzine,2015,"€ 9.718,-",Mpv,1671 kg,1390 cm³,110 kW (149 pk),167 g/km
"32ZFV4
",CITROEN,C5,Benzine,2012,"€ 6.466,-",Stationwagen,1473 kg,1598 cm³,88 kW (120 pk),149 g/km
"V686RL
",PEUGEOT,Partner,Diesel,2018,"€ 6.312,-",Niet geregistreerd,1284 kg,1560 cm³,55 kW (75 pk),112 g/km
"44XTR2
",TOYOTA,Yaris hybrid,Benzine,2012,Mpv,1070 kg,1497 cm³,55 kW (75 pk),85 g/km
"SZ486Z
",MAZDA,2,Benzine,2018,"€ 3.050,-",Hatchback,950 kg,1496 cm³,66 kW (90 pk),105 g/km
"SZ699X
",OPEL,Karl / viva,Benzine,2018,"€ 1.825,-",Hatchback,839 kg,999 cm³,55 kW (75 pk),94 g/km
"VP901X
",VOLKSWAGEN,Caddy,Diesel,2015,"€ 6.845,-",Niet geregistreerd,1346 kg,1598 cm³,75 kW (102 pk),119 g/km
"GB556T
",CITROEN,C1,Benzine,2012,Hatchback,805 kg,998 cm³,50 kW (68 pk),103 g/km
"30LBHN
",OPEL,Astra-g-cc z16se,Benzine,2002,"€ 3.130,-",Hatchback,1063 kg,1598 cm³,62 kW (84 pk),175 g/km
"9TVL89
",SUZUKI,Sx4,Benzine,2014,"€ 3.780,-",Hatchback,1060 kg,1586 cm³,88 kW (120 pk),124 g/km
"SPPS47
",TOYOTA,Starlet 13 3-drs,Benzine,1998,"€ 2.125,-",Hatchback,805 kg,onbekend
"RJ279B
",PEUGEOT,107,Benzine,2008,"€ 764,-",Hatchback,775 kg,998 cm³,50 kW (68 pk),108 g/km
"12SFGH
",FIAT,Panda 12,Benzine,2005,"€ 1.660,-",Hatchback,835 kg,1242 cm³,44 kW (60 pk),133 g/km
"NL099X
",CITROEN,C4 cactus,Benzine,2017,"€ 2.656,-",Hatchback,940 kg,1199 cm³,60 kW (82 pk),105 g/km
"47SVF9
",KIA,Sportage,Benzine,2012,"€ 8.865,-",Mpv,1372 kg,1998 cm³,120 kW (163 pk),187 g/km
"NT004L
",MINI,Cooper,Benzine,2016,"€ 3.821,-",Cabriolet,1205 kg,1499 cm³,100 kW (136 pk),123 g/km
"31ZDL8
",CITROEN,Ds5,Benzine,2012,"€ 9.744,-",Mpv,1395 kg,1598 cm³,115 kW (156 pk),169 g/km
"V782PG
",FORD,Transit connect,Diesel,2018,"€ 5.833,-",Niet geregistreerd,1426 kg,1499 cm³,55 kW (75 pk),120 g/km
"84GGZ9
",VOLVO,S40,Benzine,2008,"€ 6.832,-",Sedan,1261 kg,1798 cm³,92 kW (125 pk),174 g/km
"PH145F
",RENAULT,Scenic,Benzine,2017,"€ 7.151,-",Hatchback,1460 kg,1197 cm³,97 kW (132 pk),136 g/km
"19DXKK
",RENAULT,Twingo matic,Benzine,2000,"€ 2.078,-",Hatchback,820 kg,1149 cm³,43 kW (58 pk),166 g/km
"VG042B
",DODGE,Ram 1500,Benzine,2009,"€ 11.912,-",Open laadvloer,2504 kg,5654 cm³,291 kW (395 pk),477 g/km
"PH632N
",SEAT,Ibiza,Benzine,2017,"€ 2.155,-",Mpv,995 kg,999 cm³,70 kW (95 pk),101 g/km
"83XVNJ
",VOLKSWAGEN,Golf plus,Benzine,2007,"€ 8.341,-",Mpv,1377 kg,1984 cm³,110 kW (149 pk),203 g/km
"99XFNZ
",FORD,Transit/tourneo,Diesel,2007,"€ 9.721,-",Mpv,1601 kg,2198 cm³,63 kW (86 pk),208 g/km
"GP356X
",TOYOTA,Prius plus,Benzine,2013,"€ 125,-",Mpv,1470 kg,1798 cm³,73 kW (99 pk),96 g/km
"39JGG8
",CITROEN,C1,Benzine,2009,Hatchback,775 kg,998 cm³,50 kW (68 pk),106 g/km
"KF905B
",MITSUBISHI,Space star,Benzine,2016,"€ 1.546,-",Hatchback,820 kg,999 cm³,52 kW (71 pk),92 g/km
"JH673P
",BMW,530d,Diesel,2016,"€ 14.931,-",Stationwagen,1795 kg,2993 cm³,190 kW (258 pk),149 g/km
"31LHL5
",TOYOTA,Verso,Benzine,2010,"€ 5.952,-",Stationwagen,1395 kg,1798 cm³,108 kW (147 pk),162 g/km
"76XSX9
",VOLKSWAGEN,Kombi,Diesel,2012,"€ 17.148,-",Mpv,1876 kg,1968 cm³,62 kW (84 pk),179 g/km
"98PJN8
",VOLKSWAGEN,Kombi,Diesel,2011,"€ 18.326,-",Mpv,1876 kg,1968 cm³,62 kW (84 pk),193 g/km
"V450RR
",OPEL,Vivaro-b,Diesel,2018,"€ 9.851,-",Niet geregistreerd,1692 kg,1598 cm³,92 kW (125 pk),155 g/km
"72ZDV3
",CADILLAC,Escalade hybrid,Benzine,2012,"€ 21.378,-",Mpv,2742 kg,5967 cm³,248 kW (337 pk),264 g/km
"TJ721B
",VOLKSWAGEN,Kombi,Diesel,2018,"€ 27.242,-",Mpv,1794 kg,1968 cm³,62 kW (84 pk),173 g/km
"29XXP2
",FIAT,Sedici,Benzine,2012,"€ 6.487,-",Hatchback,1130 kg,1586 cm³,88 kW (120 pk),155 g/km
"45LSKH
",BMW,3er reihe 316i sedan,Benzine,2003,"€ 6.447,-",Sedan,1285 kg,1796 cm³,85 kW (116 pk),172 g/km
"37RLPV
",FIAT,Punto 14 16v,Benzine,2005,"€ 3.022,-",Hatchback,935 kg,1368 cm³,70 kW (95 pk),145 g/km
"PJ033P
",KIA,Rio,Benzine,2017,"€ 1.693,-",Hatchback,1055 kg,998 cm³,74 kW (101 pk),94 g/km
"75PVJJ
",OPEL,Corsa-c z12xep,Benzine,2004,"€ 2.289,-",Hatchback,910 kg,1229 cm³,59 kW (80 pk),139 g/km
"SX096V
",MERCEDES-BENZ,Sprinter,Diesel,2018,"€ 34.878,-",Voor rolstoelen toegankelijk voertuig,2700 kg,2143 cm³,105 kW (143 pk),187 g/km
"40PBRH
",AUDI,A3 TDI 103 KW,Diesel,2004,"€ 9.979,-",Hatchback,1315 kg,1968 cm³,103 kW (140 pk),148 g/km
"XZ277L
",VOLVO,Xc90,Diesel,2015,"€ 13.128,-",Mpv,1938 kg,1969 cm³,165 kW (224 pk),152 g/km
"61PRKN
",HONDA,Jazz 12i,Benzine,2004,"€ 3.424,-",Hatchback,971 kg,1246 cm³,57 kW (77 pk),129 g/km
"KX836H
",VOLKSWAGEN,Golf,Diesel,2016,"€ 5.727,-",Stationwagen,1221 kg,1598 cm³,81 kW (110 pk),105 g/km
"VP053Z
",MERCEDES-BENZ,Sprinter,Diesel,2015,"€ 18.445,-",Niet geregistreerd,2647 kg,2987 cm³,140 kW (190 pk),244 g/km
"79JZLN
",SUZUKI,Alto 11,Benzine,2002,"€ 1.443,-",Hatchback,775 kg,1061 cm³,46 kW (63 pk),119 g/km
"54HNG9
",OPEL,Meriva-a,Benzine,2009,"€ 4.456,-",Mpv,1275 kg,1598 cm³,77 kW (105 pk),161 g/km
"JH436Z
",FIAT,500,Benzine,2016,"€ 1.270,-",Hatchback,915 kg,875 cm³,59 kW (80 pk),88 g/km
"95HTJ5
",AUDI,A6,Benzine,2009,"€ 15.908,-",Stationwagen,1615 kg,2773 cm³,140 kW (190 pk),199 g/km
"HK827S
",FORD,Focus,Benzine,2014,"€ 1.372,-",Stationwagen,1216 kg,998 cm³,92 kW (125 pk),117 g/km
"85JHNP
",TOYOTA,Camry 20 gli stationwagon autu9,Benzine,1991,"€ 4.817,-",Stationwagen,1280 kg,1998 cm³,89 kW (121 pk),onbekend
"RJ362B
",NISSAN,Qashqai,Diesel,2017,"€ 4.369,-",Mpv,1340 kg,1598 cm³,96 kW (130 pk),116 g/km
"V096RX
",VOLKSWAGEN,Crafter,Diesel,2018,"€ 14.367,-",Niet geregistreerd,2093 kg,1968 cm³,103 kW (140 pk),198 g/km
"GF433K
",NISSAN,Qashqai,Benzine,2010,"€ 5.175,-",Mpv,1210 kg,1598 cm³,84 kW (114 pk),155 g/km
"RN880G
",SKODA,Superb,Diesel,2015,"€ 7.282,-",Stationwagen,1441 kg,1598 cm³,77 kW (105 pk),110 g/km
"23ZJS7
",OPEL,Corsa,LPG,2012,"€ 2.339,-",Mpv,1099 kg,1229 cm³,61 kW (83 pk),115 g/km
"09RGX8
",VOLKSWAGEN,Golf,Diesel,2011,"€ 5.521,-",Stationwagen,1352 kg,1598 cm³,77 kW (105 pk),109 g/km
"TJ066V
",VOLKSWAGEN,Polo,Diesel,2018,"€ 5.361,-",Hatchback,1180 kg,1598 cm³,70 kW (95 pk),99 g/km
"84NZJ8
",MITSUBISHI,Asx,Benzine,2011,"€ 4.435,-",Stationwagen,1245 kg,1590 cm³,86 kW (117 pk),135 g/km
"9VLP03
",OPEL,Vivaro,Diesel,2011,"€ 7.351,-",Niet geregistreerd,1801 kg,1995 cm³,66 kW (90 pk),195 g/km
"04NXBP
",VOLKSWAGEN,Golf 55 KW,Benzine,2004,"€ 3.770,-",Hatchback,1129 kg,1390 cm³,55 kW (75 pk),163 g/km
"4KRZ43
",OPEL,Corsa,Benzine,2013,"€ 3.000,-",Mpv,1063 kg,1229 cm³,63 kW (86 pk),119 g/km
"XBVF15
",PEUGEOT,2*hfz 206 11 5drs,Benzine,1998,"€ 2.346,-",Hatchback,885 kg,1124 cm³,44 kW (60 pk),154 g/km
"48VZH2
",CITROEN,Jumper 30 l1h1 22HDI 100,Diesel,2009,"€ 8.736,-",Niet geregistreerd,1816 kg,2198 cm³,74 kW (101 pk),onbekend
"PR681X
",VOLKSWAGEN,Kombi,Diesel,2017,"€ 19.147,-",Mpv,1794 kg,1968 cm³,62 kW (84 pk),158 g/km
"66HZZK
",CHRYSLER,Pt cruiser 20i 16v 5-sp,Benzine,2002,"€ 5.659,-",Stationwagen,1325 kg,1996 cm³,104 kW (141 pk),196 g/km
"TB336N
",VOLKSWAGEN,Kombi,Benzine,2018,"€ 33.661,-",Mpv,2150 kg,1984 cm³,110 kW (149 pk),208 g/km
"PB300N
",SKODA,Octavia,Diesel,2017,"€ 6.355,-",Stationwagen,1227 kg,1598 cm³,85 kW (116 pk),106 g/km
"4ZHJ57
",VOLVO,V40,Diesel,2014,"€ 1.093,-",Mpv,1266 kg,1560 cm³,84 kW (114 pk),85 g/km
"7VNZ56
",PEUGEOT,Expert 229 l2h1 20HDIf 16v-136 dc,Diesel,2011,"€ 9.701,-",Niet geregistreerd,1830 kg,1997 cm³,100 kW (136 pk),onbekend
"ZB177Z
",RENAULT,Captur,Benzine,2019,"€ 5.872,-",Hatchback,1243 kg,1332 cm³,110 kW (149 pk),125 g/km
"XB018H
",SEAT,Ibiza,Benzine,2018,"€ 2.199,-",Hatchback,1040 kg,999 cm³,85 kW (116 pk),108 g/km
"9KGH65
",CITROEN,C3 picasso,Benzine,2012,"€ 2.006,-",Mpv,1176 kg,1397 cm³,70 kW (95 pk),145 g/km
"GD181Z
",OPEL,Astra sports tourer,Diesel,2015,"€ 4.024,-",Stationwagen,1403 kg,1598 cm³,81 kW (110 pk),97 g/km
"63TKTS
",TOYOTA,Corolla verso,Benzine,2006,"€ 6.344,-",Stationwagen,1330 kg,1598 cm³,81 kW (110 pk),178 g/km
"5STN08
",RENAULT,Megane scenic,Benzine,2013,"€ 4.254,-",Hatchback,1295 kg,1197 cm³,85 kW (116 pk),135 g/km
"61XBRG
",MERCEDES-BENZ,B 170,Benzine,2007,"€ 8.711,-",Stationwagen,1260 kg,1699 cm³,85 kW (116 pk),175 g/km
"JT241D
",TOYOTA,Yaris hybrid,Elektriciteit,2016,"€ 625,-",Mpv,1060 kg,1497 cm³,onbekend
"04TXHS
",MAZDA,5 20,Benzine,2007,"€ 6.917,-",Mpv,1375 kg,1999 cm³,107 kW (145 pk),198 g/km
"TF858H
",VOLKSWAGEN,Polo,Benzine,2018,"€ 3.328,-",Hatchback,1080 kg,999 cm³,70 kW (95 pk),107 g/km
"22GJL5
",VOLKSWAGEN,Eos,Benzine,2008,"€ 7.002,-",Cabriolet,1436 kg,1390 cm³,90 kW (122 pk),159 g/km
